product_description,product_image,product_price,product_title
" Playback- Keep dancing to the tunes of your moods all day long as Rockerz 330 is backed with a playtime of upto 30 hours. Frequency Response - 20Hz-20KHz  
 ASAP Charge- Charge for only 10 mins and get a playtime of 10 hours, so get yourself ready to flip through your favourite play list. Charge for 40 minutes to get full charge. Driver Size: 10mm x 2 Drivers  
 Drivers- The unbeatable boAt signature sound shines through no matter what you're playing via its powerful 10mm drivers, Charging Time 30-40 mins  
 IP Rating- Rockerz 330 is marked with IPX5 water and sweat resistance for a carefree listening time.  
 Dual Pairing- Take the advantage of dual pairing and connect 2 devices at once and enjoy real-time audio with Bluetooth v5.0  ",https://m.media-amazon.com/images/I/31gzRr9mIaS._SY300_SX300_.jpg,"₹1,299","boAt Rockerz 330 in-Ear Bluetooth Neckband with Upto 30 Hours Playtime, ASAP Charge, Signature Sound, Dual Pairing & IPX5 with Mic (Active Black)"
" {Open Ear Design}-The Easy to Wear bluetooth headphones won't slip or cause discomfort in your ears. Advanced air conduction technology eliminates vibration discomfort,Its Lightweight and skin-friendly silicone ensure a pain-free experience.  
 {Sound Quality with ENC}Deep Bass Sound Quality with ENC Dual Noise Reduction-The IPX5 waterproof TWS earphones wireless feature ENC Dual Noise Reduction and 360-degree panoramic surround sound,ideal for outdoor sports and workouts  
 {Long Battery Life}The ear phone bluetooth wireless has cuttingedge Bluetooth 5.3 technology ensuring low latency & stable signal for a seamless user experience With a 24hour battery life,enjoy uninterrupted movie watching or music listening sessions  
 {Long Play Time} - This bluetooth earphones wireless provides an ultra-long playtime. With just a 30-minute charge, enjoy up to 100 hours of standby time, along with a Game/Music dual mode feature.  
 {Digital Display} -The digital display on the bluetooth headphones wireless shows the remaining power of the earphone which is convenient for daily life, travel & fitness activities and it allows for easy switching between single and double ear usage.  
 {IPX5 Water Proof}This IPX5 wireless earphones offer professional-grade waterproofing, rigorously tested and quality verified for outdoor sports. They provide comprehensive water and sweat protection, ensuring worry-free use.  
 {Bud Free Comfort}Wear comfortably without having to adjust your ears.These headset wireless feature carefully crafted ergonomic drivers and a structure that fits snugly in the ears.which helps reduce potential damage to the eardrum from loud volumes  
 Warranty -The over the ear headphone is covered with 1 Year Brand Warranty.To avail the Warranty, register your product in the brand website with in 10 days of purchase.Reach out to our Technical support Team for any other Query  ",https://m.media-amazon.com/images/I/41BlRxSueML._SX300_SY300_QL70_FMwebp_.jpg,"₹3,699","WeCool X3 OWS Open-Ear Wearable Stereo Bluetooth Earphones with Ear-Hook,Bluetooth 5.3 True Wireless Ear Buds for Running & Workouts with 24 Hours Long Battery Life,Ipx5 Waterproof,Touch Control"
" Playback- Airdopes 200 Plus TWS Earbuds comes with a massive playback of 100 hours per charge  
 Clear Voice Calls- Its equipped with Quad Mics ENx Technology which ensures your voice is clear during calls in a noisy environment  
 13mm Drivers- Anticipate astonishing high-fidelity sound at every volume with 13mm Drivers that are built to let you immerse in the music completely for an effortless listening experience.  
 Low Latency- Hear how sound should sound with the 50ms Low Latency BEAST Mode on Airdopes 200 Plus.  
 ASAP Charge- Stay charged up for the biggest adventures with ASAPTM Charge that lets you enjoy up to 60 mins of uninterrupted playtime with just 5 mins of charging.  
 Instant Connection- Experience an instant connect with the Insta Wake N’ Pair Technology that let's you seamlessly pair the buds as soon as you open the case lid.  
 IP Rating- Stay on the move 24*7 with industry-leading IPX5 Sweat and Splash Resistance that lets you listen to your music the way you like it.  
 Bluetooth Version- Live a wireless life and hear every sound come alive with the most advanced Bluetooth v5.3 technology.  ",https://m.media-amazon.com/images/I/41nc6Jd2ABL._SX300_SY300_QL70_FMwebp_.jpg,"₹1,740","boAt Airdopes 200 Plus TWS In ear Earbuds w/ 100 Hours Playback, Quad Mics ENx Technology, 13mm Drivers, Beast Mode(50ms Low Latency), ASAP Charge(5 Mins=60 Mins), IWP Tech w/BT v5.3 & IPX5(Bold Blue)"
" LEGENDARY NOISE CANCELLATION: Effortlessly combines noise cancelling headphone technology with passive features so you can shut off the outside world, quiet distractions and take music beyond the beat  
 PREMIUM COMFORT: Plush earcup cushions softly hug your ears, while a secure and comfortable padded band gently keeps your over-ear headphones in place for those extra-long listening sessions  
 TWO LISTENING MODES: These wireless Bluetooth headphones feature Quiet and Aware Modes that let you toggle between full noise cancelling or full awareness of your surroundings for seamless sound control  
 HIGH-FIDELITY AUDIO/EQ CONTROL: Supercharge your favourite tracks with high-fidelity audio and Adjustable EQ that puts you in control of the bass, mid-range and treble for unmatched bold sound  
 ALL-DAY BATTERY LIFE: Bose QuietComfort wireless headphones provide up to 24 hours of battery on a single charge, plus a 15-minute charge gives you up to 2.5 hours of additional play time  ",https://m.media-amazon.com/images/I/31F1zwV97TL._SX300_SY300_QL70_FMwebp_.jpg,"₹27,900","Bose New QuietComfort Wireless Noise Cancelling Headphones, Bluetooth Over Ear Headphones with Up to 24 Hours of Battery Life - White"
" Blaupunkt is an iconic German brand that has developed cutting edge audio technology since 1924. Today this legendary Audio Tech German brand is available in India with a wide range of Audio Products.  
 Immersive and Premium Sound: Stereo high definition sound allows you to have a pleasant listening experience, this hd experience is truly beyond your expectations.  
 30 Hours of Playtime*: Bluetooth headphones can provide up to 5 hours of music playtime/talk on a single charge, and the charging case can provide 4 additional charges for the earbuds, providing a convenient and fast charging method (@60% volume)  ",https://m.media-amazon.com/images/I/41nkCDiTENL._SX300_SY300_QL70_FMwebp_.jpg,"₹1,049",Blaupunkt BTW100 LITE in Ear TWS Bluetooth Earbuds I HD Sound I Gaming Mode I Low Latency I 30H Playtime* I TurboVolt Charging I BT Version 5.3 I Intuitive Touch Controls (Black)
" Low Latency- It’s time to up the game and switch to Rockerz 205 Pro wireless neckband that comes equipped with our low latency BEAST Mode, the perfect set up for your gaming and binge watch sessions, with latency as low as 65ms.  
 Clear Voice Calls- With the default ENx tech meant for environmental noise cancellation, you can be heard crystal clear across voice calls.  
 ASAP Charge- Courtesy our ASAP Charge tech, the earphones can fetch a total playtime of up to 12 hours in just 10 min of charging.  
 Drivers- The boAt immersive experience shines through no matter what genre you play, via the 10mm audio drivers.  
 Playback- The wireless neckband offers a total playtime of up to 30 hours on a single charge via Type C interface at 60% volume.  
 IP Rating- Rockerz 205 Pro is marked with IPX5 water and sweat resistance for a carefree listening time.  
 Dual Pairing- With the feature of Dual Pairing and Bluetooth v5.2, you can be rest assured to enjoy a purely wireless auditory bliss.  
 Voice AssistantYou can control playback, pick up calls and wake up your default voice assistant with ease courtesy the combo of easy-access controls and built-in mic.  ",https://m.media-amazon.com/images/I/31EbNvYHQNL._SX300_SY300_QL70_FMwebp_.jpg,"₹1,299","boAt Rockerz 205 Pro in Ear Bluetooth Neckband with Mic, Beast Mode(Low Latency Upto 65ms), ENx Tech for Clear Voice Calls,30 Hours Playtime, ASAP Charge,10mm Drivers,Dual Pairing & IPX5(Active Black)"
" ✅ 48H Playtime: Enjoy an exceptional 48 hours of continuous playtime with these cutting-edge Bluetooth earbuds, ensuring your music, calls, and gaming sessions never miss a beat.  
 ✅ 4 ENC Calling Mics: Immerse yourself in crystal-clear calls with Zen Quad Mic Environmental Noise Cancellation technology. These earbuds make communication seamless, enhancing your connectivity experience.  
 ✅ 45ms Low Latency Gaming: Elevate your gaming precision with 45ms Low Latency, providing gamers with a competitive edge and ensuring a responsive and immersive gaming experience on these advanced ear buds.  
 ✅ 13mm Bass Drivers: Immerse in rich sound with 13mm Bass Drivers and BoomX Technology, delivering powerful and resonant bass for a music experience that's nothing short of extraordinary with Boult's wireless earbuds.  
 ✅ Type-C Fast Charging: Stay powered up with Lightning Boult Type-C Fast Charging, ensuring your earbuds are always ready for action. Charge swiftly and enjoy uninterrupted audio on the go. 10 Mins of charge = 100 Mins of playtime  
 ✅ Crafted in India: Proudly Made in India, these earbuds showcase local innovation and craftsmanship, offering a blend of quality and national pride that sets them apart in the Bluetooth earphones market.  
 ✅ Premium Comfort: Enjoy a customized fit with Premium Grip, providing both security and comfort during workouts or daily commutes, setting these Bluetooth earbuds apart in style and functionality.  ",https://m.media-amazon.com/images/I/41QBL9C991L._SY300_SX300_.jpg,"₹1,299","Boult Audio [Just Launched] K40 Truly Wireless in Ear Earbuds with 48H Playtime, Quad Mic ENC, 45ms Low Latency Gaming, Made in India, 13mm Bass Drivers, IPX5 Ear Buds Bluetooth Wireless (Denim Blue)"
" Playback- boAt Nirvana Ion comes with a massive playback of 120 hours including 24 hours of playback per charge  
 Crystal Bionic Sound with Dual Modes- These true wireless earbuds have Crystal Bionic Sound powered by Hifi DSP 5 which support dual eq modes: boAt Signature Sound and boAt Balanced Sound  
 Clear Voice Calls- Nirvana Ion comes with 4 mics ENx Technology which helps block unwanted noise and make sure your voice gets delivered clearly while you are on your calls  
 Low Latency- These earbuds are equipped with Beast Mode which offer low latency of 60ms removing any kind of lag during your gaming sessions  
 In Ear Detection- The tws earbuds come with in ear detection, just plug the earbuds in your ears to resume music and pull them out for them to pause  
 Patented Pocketable Design- The ergonomically compact size of the Nirvana Ion lets you fit them anywhere in your pocket or bag. So carry your music along, everywhere you go  
 IP Rating- Its IPX4 rating make them an ideal fit for your workouts as it keeps them sweat free.  
 Bluetooth Version- Live a truly wireless life with the most advanced BT 5.2 technology. Enjoy flawless, uninterrupted and smooth delivery of music.  ",https://m.media-amazon.com/images/I/31EGKD9e2ML._SX300_SY300_QL70_FMwebp_.jpg,"₹1,999","boAt Nirvana Ion TWS Earbuds with 120 HRS Playback(24hrs/Charge), Crystal Bionic Sound with Dual EQ Modes, Quad Mics ENx™ Technology, Low Latency(60ms), in Ear Detection(Charcoal Black)"
" 35dB Hybrid ANC Earbuds: Active Noise Cancellation cancels background noise up to -35dB for an immersive listening experience | Transparency Mode to hear your surroundings whenever you want  
 4 HD Microphones & ENC for 3 Times Clearer Calls: Built-in HD mics & TruTalk Environmental Noise Cancellation technology ensures smooth delivery of your voice via calls - be heard loud & clear  
 50 Hrs Playback time with the Up-class Electroplated Charging Case | Large 13mm Driver for Immersive Stereo Sound with Deep Bass | 40ms Low-Latency for a Seamless Mobile Entertainment  
 Bluetooth V5.3 with 1-Step Pairing & 10m Strong Wireless Connectivity | Snug-fit Lightweight TWS with Touch Sensors, Integrated Music/Call/Voice Assist/Modes Control | IPX5 Sweat & Water Resistance  
 Stunning & Compact On-the-Go Charging Case with Type-C Fast Charging | Stereo/Mono Earbud Capability | S/M/L Soft Silicone Eartips to Fit Every Ear Canal Size | 1-Year Manufacturer Warranty  ",https://m.media-amazon.com/images/I/31z5FH9w9FL._SY300_SX300_.jpg,"₹1,799","pTron Zenbuds Ultima ANC Earbuds, 35dB Active Noise Cancellation TWS, Transparency Mode, Quad Mic TruTalk ENC Calls, 50Hrs Playtime & in-Ear Bluetooth 5.3 Wireless Headphones & IPX5 (Blue)"
" High-performance wireless noise cancelling headphones  
 Compatible with iOS and Android devices.  
 Pure adaptive noise canceling (pure ANC) actively blocks external noise  
 Real-time Audio calibration preserves a Premium listening experience  
 Up to 22 hours of battery life enables full-featured all-day wireless playback  
 Apple's W1 chip and industry-leading Bluetooth technology keep you connected farther with fewer drop-outs  
 With fast Fuel, a 10-minute charge gives 3 hours of play when battery is low. Rechargeable lithium ion battery  ",https://m.media-amazon.com/images/I/31sBaZadUlL._SY300_SX300_.jpg,"₹32,293","Beats Studio3 Wireless Noise Cancelling On-Ear Headphones - Apple W1 Headphone Chip, Class 1 Bluetooth, Active Noise Cancelling, 22 Hours of Listening Time, Built-in Microphone - ShadowGrey"
